rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/clip_fraction,train/value_loss,train/learning_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/loss
4.23,986,87,86016,71.29,42,0.072509765625,1505.3151222229003,0.0003,-1.3071183793246746,410,0.4169657826423645,0.004606954,-0.009592399063694756,0.15,904.4389038085938
4.32,978,89,88064,67.54,43,0.05927734375,1505.5704706192016,0.0003,-1.247153566777706,420,0.37962913513183594,0.0046566813,-0.009431275731185452,0.15,608.0443725585938
4.38,968,93,90112,73.24,44,0.06240234375,1488.2616550445557,0.0003,-1.2413509827107192,430,0.4059333801269531,0.004159251,-0.009015550516778603,0.15,644.9466552734375
5.57,960,95,92160,67.69,45,0.053857421875,1416.3595115661622,0.0003,-1.1574725344777108,440,0.32135164737701416,0.003975093,-0.007628246217063861,0.15,804.449462890625
4.08,951,98,94208,84.18,46,0.06962890625,1219.5432250976562,0.0003,-1.198194182664156,450,0.3882037401199341,0.0041358685,-0.007629215224005748,0.15,555.0223999023438
5.08,942,102,96256,73.74,47,0.09169921875,1232.7918672561646,0.0003,-1.1025752164423466,460,0.32634592056274414,0.005045442,-0.009650108400091995,0.15,445.5957336425781
4.17,941,104,98304,74.97,48,0.076025390625,1223.7151828765868,0.0003,-1.1580747680738568,470,0.4630565643310547,0.0040247478,-0.010003328743914608,0.15,526.6694946289062
3.84,941,106,100352,65.88,49,0.071337890625,1232.9510347366333,0.0003,-1.1310181913897395,480,0.4695558547973633,0.0046081375,-0.00901111202838365,0.15,611.5130004882812
4.63,941,108,102400,69.55,50,0.0556640625,1370.8169921875,0.0003,-1.0804072745144366,490,0.36804527044296265,0.0038880475,-0.006770085396419745,0.15,663.0202026367188
4.09,942,110,104448,78.72,51,0.0552734375,1449.9660976409912,0.0003,-1.0889737956225871,500,0.41287028789520264,0.003442574,-0.0075552131718723105,0.15,706.3464965820312
4.16,943,112,106496,80.28,52,0.0560546875,1270.3394035339356,0.0003,-0.9966665828600526,510,0.3535255193710327,0.003603626,-0.00791505111992592,0.15,603.688720703125
3.94,945,114,108544,64.26,53,0.06318359375,1205.4668712615967,0.0003,-1.016225366666913,520,0.3941481113433838,0.0041619996,-0.006198485242930474,0.15,439.822509765625
4.93,946,116,110592,73.22,54,0.05859375,1334.70774269104,0.0003,-0.9924428666010499,530,0.37242525815963745,0.0043173954,-0.0076588364812778306,0.15,588.322021484375
4.03,947,118,112640,77.28,55,0.065185546875,1330.6473413467406,0.0003,-0.9706482680514454,540,0.3997046947479248,0.0038910296,-0.007808943697455106,0.15,644.919921875
3.86,948,120,114688,78.76,56,0.072705078125,1320.0581951141357,0.0003,-0.9776295190677047,550,0.37731754779815674,0.004381066,-0.006806994331418537,0.15,580.1748046875
3.96,949,122,116736,78.62,57,0.049365234375,1240.5218381881714,0.0003,-0.8856017790734768,560,0.393380343914032,0.003912971,-0.007207105519773905,0.15,520.56298828125
3.95,949,125,118784,79.54,58,0.0701171875,1128.9169805526733,0.0003,-0.9235538704320788,570,0.46933823823928833,0.0038053964,-0.00839572584372945,0.15,660.4382934570312
4.15,950,127,120832,72.21,59,0.065966796875,1156.9737340927124,0.0003,-0.9324333678930998,580,0.4831467866897583,0.003623378,-0.00904653495454113,0.15,587.8682250976562
3.82,951,129,122880,78.73,60,0.058203125,1254.9067350387572,0.0003,-0.9309019273146987,590,0.40659284591674805,0.004194399,-0.0077774642129952555,0.15,630.769287109375
4.89,951,131,124928,72.44,61,0.081396484375,1220.7794103622437,0.0003,-0.879448689892888,600,0.42697858810424805,0.005462178,-0.008584080426953734,0.15,646.7421264648438
4.31,951,133,126976,75.78,62,0.101416015625,1241.0363046646119,0.0003,-0.9504936972633005,610,0.49925315380096436,0.0049191676,-0.010347927654220258,0.15,708.015625
3.86,952,135,129024,75.22,63,0.109912109375,1087.9978032112122,0.0003,-0.8497805299237371,620,0.524398922920227,0.004998891,-0.009299573350290302,0.15,387.3390197753906
