rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/clip_fraction,train/value_loss,train/learning_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/loss
3.73,952,137,131072,84.82,64,0.078271484375,1210.2569023132323,0.0003,-0.8964874431490898,630,0.48068439960479736,0.0051962608,-0.007430374091200065,0.15,536.7526245117188
4.02,952,139,133120,74.21,65,0.080224609375,1029.0562140464783,0.0003,-0.8456725986674428,640,0.42539501190185547,0.0043115737,-0.006455187610117719,0.15,539.865478515625
4.13,952,141,135168,85.74,66,0.057666015625,1193.4784929275513,0.0003,-0.8998126961290837,650,0.49849361181259155,0.003872254,-0.005908819744945504,0.15,438.5699157714844
3.68,952,144,137216,78.89,67,0.069140625,1064.7838007926941,0.0003,-0.8147509317845106,660,0.4077678322792053,0.0039193337,-0.007096752744109836,0.15,258.7937316894531
4.42,952,146,139264,79.04,68,0.074853515625,1162.856206703186,0.0003,-0.8353167556226253,670,0.47723424434661865,0.0034644525,-0.0075609640254697295,0.15,498.5797424316406
3.7,951,148,141312,80.23,69,0.053662109375,1270.8168196678162,0.0003,-0.8428459407761693,680,0.45392918586730957,0.003510471,-0.005966435224399902,0.15,594.9306030273438
3.86,950,150,143360,79.11,70,0.071826171875,1243.5528295516967,0.0003,-0.803894485719502,690,0.3134053349494934,0.0042899903,-0.006417029791191453,0.15,510.9671936035156
5.01,950,153,145408,76.48,71,0.0677734375,1119.7366055488587,0.0003,-0.7783671002835035,700,0.3684939742088318,0.004450764,-0.00719481692649424,0.15,572.62939453125
3.61,950,155,147456,79.09,72,0.087890625,990.2215552330017,0.0003,-0.852257820405066,710,0.5361266136169434,0.004860333,-0.008178719588613603,0.15,448.49951171875
3.55,949,157,149504,78.12,73,0.106201171875,1113.2605039596558,0.0003,-0.8327735660597682,720,0.403852641582489,0.005113941,-0.007654413626005408,0.15,579.1380004882812
4.52,946,160,151552,74.52,74,0.0892578125,1192.8148586273194,0.0003,-0.8068662689998746,730,0.4584963917732239,0.00484718,-0.009779544947377872,0.15,435.8199157714844
3.69,942,162,153600,80.27,75,0.086083984375,1281.7506470680237,0.0003,-0.8703269895166159,740,0.4782346487045288,0.00436249,-0.00788843763366458,0.15,589.8941040039062
3.74,941,165,155648,76.51,76,0.092041015625,1179.8066294670105,0.0003,-0.770252849161625,750,0.43389809131622314,0.0042789634,-0.008723047011881136,0.15,539.3644409179688
3.94,940,167,157696,73.74,77,0.064794921875,1179.6813793182373,0.0003,-0.789660275168717,760,0.46669620275497437,0.0043177116,-0.006368991670751711,0.15,507.369140625
3.58,938,170,159744,83.88,78,0.081396484375,1197.045241355896,0.0003,-0.7917801678180695,770,0.44494980573654175,0.004608034,-0.008707675375626422,0.15,489.6546325683594
3.84,938,172,161792,79.64,79,0.08251953125,1094.0562142372132,0.0003,-0.7408898239955306,780,0.39810335636138916,0.0043279408,-0.007123292182950536,0.15,496.50347900390625
3.87,938,174,163840,88.24,80,0.09306640625,764.0224573612213,0.0003,-0.9414042910560966,790,0.6712302267551422,0.0061597107,-0.005855979479383678,0.15,304.0059814453125
3.6,935,177,165888,83.82,81,0.0533203125,873.2106746196747,0.0003,-0.8518416460603475,800,0.6808290481567383,0.0036963364,-0.0051277984704938715,0.15,441.4298400878906
3.67,932,180,167936,74.17,82,0.099658203125,1031.7741814136505,0.0003,-0.7446590015664697,810,0.4820104241371155,0.005264985,-0.009432973637740361,0.15,627.982177734375
4.88,930,182,169984,74.54,83,0.0625,1132.4683851242066,0.0003,-0.8240857027471066,820,0.5615414679050446,0.004036799,-0.006956125280703418,0.15,357.98712158203125
4.48,931,184,172032,66.72,84,0.09482421875,1112.0026275634766,0.0003,-0.8583909073844552,830,0.6425235867500305,0.0052028717,-0.008252070157323033,0.15,338.4966125488281
3.49,931,186,174080,81.52,85,0.06103515625,1178.085327720642,0.0003,-0.7963774800300598,840,0.5752407908439636,0.0031200298,-0.0077557364376843905,0.15,511.7318420410156
5.93,930,189,176128,71.54,86,0.070263671875,1125.0704070091247,0.0003,-0.9044941497966648,850,0.70231893658638,0.0034979857,-0.005881800622591982,0.15,446.3016357421875
3.84,929,191,178176,87.32,87,0.06416015625,1006.6356216430664,0.0003,-0.8126446396112442,860,0.6346730589866638,0.0037720725,-0.00661299217317719,0.15,586.5931396484375
3.53,928,194,180224,76.75,88,0.06806640625,1081.0349668502809,0.0003,-0.7350351316854358,870,0.48947107791900635,0.0037539308,-0.007811492069595261,0.15,382.8130187988281
4.33,927,196,182272,81.58,89,0.06728515625,1142.453504371643,0.0003,-0.7197710050269961,880,0.5211941301822662,0.003498626,-0.006439835480705369,0.15,574.135986328125
3.77,926,198,184320,86.38,90,0.096728515625,1100.1764270782471,0.0003,-0.811608699709177,890,0.6649195551872253,0.005004105,-0.007532351117697544,0.15,272.8953857421875
3.49,925,201,186368,80.38,91,0.081689453125,1101.348342704773,0.0003,-0.6764632919803262,900,0.4491341710090637,0.004288558,-0.009008913280558773,0.15,620.0797119140625
3.51,924,203,188416,79.33,92,0.07607421875,1005.9451560974121,0.0003,-0.7295875350013376,910,0.6310616433620453,0.003839476,-0.00510464750113897,0.15,687.15380859375
3.51,924,205,190464,78.15,93,0.068408203125,1138.1353442192078,0.0003,-0.7467259800061583,920,0.601688414812088,0.003603745,-0.007522004274505889,0.15,754.0758666992188
3.62,923,208,192512,79.24,94,0.053662109375,1015.6760795593261,0.0003,-0.7076301772147418,930,0.605419397354126,0.003651241,-0.0072363898321782475,0.15,692.39013671875
5.05,922,210,194560,76.84,95,0.07978515625,1038.8731664657594,0.0003,-0.6704338220879436,940,0.48437970876693726,0.003821502,-0.009420496731399908,0.15,752.72509765625
5.63,922,213,196608,72.7,96,0.074072265625,1007.8806244850159,0.0003,-0.802497916482389,950,0.6887546181678772,0.0050471053,-0.005670830586313969,0.15,417.4442138671875
4.02,922,215,198656,85.88,97,0.115185546875,1113.7507670402526,0.0003,-0.7906932100653649,960,0.6425171196460724,0.005378877,-0.00874766401175293,0.15,632.7965698242188
3.59,922,217,200704,80.34,98,0.0826171875,1117.416384124756,0.0003,-0.7159093748778105,970,0.5706893503665924,0.0047625415,-0.007614310216740705,0.15,388.5357666015625
3.65,922,219,202752,78.98,99,0.095458984375,992.952562713623,0.0003,-0.6671796574257314,980,0.4911344647407532,0.0041163764,-0.008345700912468602,0.15,256.7829284667969
4.44,922,222,204800,83.41,100,0.07294921875,1133.2562814712524,0.0003,-0.6788234470412136,990,0.4962908625602722,0.0037590389,-0.007896577601786702,0.15,677.200439453125
3.98,921,224,206848,83.52,101,0.04794921875,1275.9677118301393,0.0003,-0.660794435068965,1000,0.49116289615631104,0.0030129123,-0.005499901001167018,0.15,907.2567749023438
3.98,921,226,208896,78.23,102,0.09619140625,1076.1374591827393,0.0003,-0.6960371065884828,1010,0.5494861304759979,0.00594219,-0.008861550384608563,0.15,562.7772216796875
3.81,921,228,210944,76.27,103,0.076806640625,1151.0779388427734,0.0003,-0.634731442015618,1020,0.42181724309921265,0.005319112,-0.0074343513580970464,0.15,655.986572265625
3.79,922,230,212992,87.15,104,0.066748046875,1193.7017868995667,0.0003,-0.6611176245845855,1030,0.5050132870674133,0.0039645764,-0.006660319591173902,0.15,409.45233154296875
4.39,922,233,215040,86.16,105,0.086376953125,945.1805354118347,0.0003,-0.6700771829113364,1040,0.6013388633728027,0.0051991614,-0.007892555010039359,0.15,451.5155029296875
3.53,922,235,217088,86.99,106,0.07236328125,1017.4623599052429,0.0003,-0.6461280653253197,1050,0.460735559463501,0.0041473275,-0.007178383803693578,0.15,437.5024719238281
3.74,922,237,219136,87.14,107,0.0609375,907.6093062400818,0.0003,-0.5839557477273047,1060,0.41554999351501465,0.0031237113,-0.0056182247906690465,0.15,221.71034240722656
3.5,921,239,221184,81.79,108,0.05322265625,1180.980625629425,0.0003,-0.6609164077788592,1070,0.471649169921875,0.003900141,-0.007641360850539058,0.15,512.359619140625
3.5,921,242,223232,85.25,109,0.088427734375,1008.3008885383606,0.0003,-0.5679135107435286,1080,0.3831709623336792,0.0054394063,-0.006185893331712577,0.15,360.6397705078125
3.42,920,244,225280,82.99,110,0.08505859375,1112.5223443031311,0.0003,-0.614201382920146,1090,0.4154224991798401,0.0049009025,-0.007970160060722264,0.15,401.2868957519531
3.63,920,246,227328,77.87,111,0.06962890625,1023.8118556022644,0.0003,-0.5939339612610638,1100,0.4385538697242737,0.004150383,-0.007811545630102046,0.15,477.4169006347656
4.17,920,249,229376,87.97,112,0.074951171875,1091.8907114982605,0.0003,-0.5739653971046209,1110,0.3771039843559265,0.0044357446,-0.007621682170429267,0.15,604.9634399414062
3.9,920,251,231424,84.75,113,0.0568359375,1072.7485511779785,0.0003,-0.6177439710125328,1120,0.5057336986064911,0.0032709385,-0.0075784468637721146,0.15,385.0782165527344
3.67,920,253,233472,85.11,114,0.0685546875,1023.6345111846924,0.0003,-0.5836917012929916,1130,0.4343906044960022,0.0047806483,-0.008294995583128184,0.15,468.5116271972656
3.97,919,256,235520,80.24,115,0.064794921875,992.1178956031799,0.0003,-0.5580430372618139,1140,0.41028720140457153,0.0030500495,-0.006300410951371305,0.15,445.2268981933594
3.64,919,258,237568,79.45,116,0.072216796875,1053.570947933197,0.0003,-0.5920231836847961,1150,0.4352060556411743,0.0044439957,-0.007769225283118431,0.15,728.2752685546875
3.94,918,260,239616,85.62,117,0.073388671875,1179.873037147522,0.0003,-0.5620223180390894,1160,0.3813844323158264,0.0032522012,-0.00870595113010495,0.15,618.3659057617188
3.56,918,263,241664,80.75,118,0.066259765625,1024.8126217842103,0.0003,-0.5694148790091276,1170,0.37748175859451294,0.0038788358,-0.006955716807715362,0.15,531.0160522460938
3.62,918,265,243712,82.94,119,0.06484375,1058.0037771224975,0.0003,-0.5752989991568029,1180,0.41824400424957275,0.0029939022,-0.006764741619917913,0.15,602.177734375
3.42,918,267,245760,81.72,120,0.065673828125,1086.2652183532714,0.0003,-0.5295563549734652,1190,0.38244473934173584,0.0031841663,-0.00751284477119043,0.15,740.9283447265625
3.51,918,269,247808,84.08,121,0.052978515625,1128.9993607521058,0.0003,-0.5336121150292457,1200,0.36422616243362427,0.0034456248,-0.006662681678426452,0.15,590.4384155273438
3.76,918,271,249856,81.37,122,0.049853515625,949.7262266635895,0.0003,-0.5283641997724772,1210,0.4329982399940491,0.0036575515,-0.004676916328025982,0.15,264.49871826171875
3.42,918,274,251904,79.41,123,0.083984375,1081.0763990402222,0.0003,-0.5641168597154319,1220,0.4564480185508728,0.0033185272,-0.0069124643847317205,0.15,405.71868896484375
3.45,918,276,253952,76.95,124,0.070458984375,1029.4109080314636,0.0003,-0.5405046183615922,1230,0.4435899257659912,0.0033633895,-0.00621705159501289,0.15,546.3632202148438
3.56,918,278,256000,83.06,125,0.077978515625,1080.521770143509,0.0003,-0.5731466490775347,1240,0.5440271198749542,0.0046476093,-0.0070695396527298724,0.15,582.6560668945312
3.6,918,280,258048,80.39,126,0.064990234375,1115.5143320083619,0.0003,-0.5521180666051805,1250,0.46547847986221313,0.003956251,-0.0058136394523899074,0.15,569.417236328125
3.83,918,283,260096,86.1,127,0.06181640625,962.6412641525269,0.0003,-0.5483455073088408,1260,0.5070232152938843,0.0054464517,-0.006179122142930283,0.15,454.4510498046875
3.87,918,285,262144,83.39,128,0.082568359375,1027.429421710968,0.0003,-0.5893450209870934,1270,0.5050201416015625,0.005057561,-0.007286930843838491,0.15,648.8197631835938
3.77,919,287,264192,85.9,129,0.062353515625,939.8791829109192,0.0003,-0.5366556842811405,1280,0.5100679099559784,0.003711983,-0.00648568327742396,0.15,286.63897705078125
3.38,919,289,266240,84.18,130,0.0634765625,1265.4570106506349,0.0003,-0.5358274693600833,1290,0.3336608409881592,0.004157126,-0.006838520085148047,0.15,512.07958984375
3.56,918,292,268288,81.71,131,0.075439453125,1031.92920255661,0.0003,-0.5215292383916676,1300,0.4062148332595825,0.0040488183,-0.007039026944403304,0.15,307.4243469238281
3.53,917,294,270336,83.18,132,0.0603515625,986.6595614433288,0.0003,-0.5645555668510497,1310,0.5209594964981079,0.004034951,-0.006408200212172232,0.15,319.4150390625
3.6,916,297,272384,80.52,133,0.063525390625,1089.2173104286194,0.0003,-0.5090269430540502,1320,0.4064822196960449,0.0037535066,-0.006240866495500086,0.15,602.2070922851562
3.49,916,299,274432,86.48,134,0.066845703125,994.0477185249329,0.0003,-0.5916339726187289,1330,0.6143188178539276,0.004082004,-0.007717857019451912,0.15,508.8770446777344
3.53,915,301,276480,81.75,135,0.1056640625,1196.0152695655822,0.0003,-0.5946418262086809,1340,0.5497165322303772,0.0064265383,-0.0077211270356201565,0.15,700.2042846679688
4.05,915,304,278528,82.03,136,0.07890625,1024.0431592941284,0.0003,-0.5303323901258409,1350,0.4440194368362427,0.003291719,-0.005574582540430128,0.15,581.835693359375
3.87,915,306,280576,77.85,137,0.10322265625,1015.7310483932495,0.0003,-0.5467459507286548,1360,0.4675195813179016,0.005123184,-0.0077806618202885145,0.15,502.9795837402344
3.5,915,308,282624,81.69,138,0.064697265625,1091.160692024231,0.0003,-0.5354528159834444,1370,0.30532872676849365,0.0032472545,-0.005059785675621242,0.15,535.5405883789062
3.83,915,310,284672,88.45,139,0.09013671875,1047.32009973526,0.0003,-0.5140132714994252,1380,0.3330352306365967,0.0035215067,-0.006112268934521126,0.15,323.2526550292969
3.4,914,313,286720,79.59,140,0.0833984375,969.9319098472595,0.0003,-0.5199274759739637,1390,0.4023979902267456,0.007023599,-0.006980987403949257,0.15,560.8812255859375
3.76,914,315,288768,81.64,141,0.06884765625,999.9439208030701,0.0003,-0.5233398325741291,1400,0.40904533863067627,0.0036170413,-0.005425404316338245,0.15,515.5137939453125
3.44,913,318,290816,85.49,142,0.093115234375,875.2258726119995,0.0003,-0.552592214755714,1410,0.5402674376964569,0.006210774,-0.009849590285739396,0.15,477.4947509765625
3.62,913,320,292864,74.24,143,0.0810546875,1027.680838394165,0.0003,-0.51262535918504,1420,0.35193443298339844,0.0030319649,-0.006692045835370664,0.15,650.0133666992188
4.15,913,322,294912,84.49,144,0.065869140625,971.4424604415893,0.0003,-0.4973587902262807,1430,0.33364617824554443,0.0035934267,-0.005987784126773477,0.15,627.1724243164062
3.41,913,324,296960,82.94,145,0.052978515625,1187.706715297699,0.0003,-0.5278723728843033,1440,0.4421015977859497,0.0028181025,-0.005682710369001143,0.15,779.0615844726562
3.84,913,327,299008,78.6,146,0.07119140625,1044.5271466255188,0.0003,-0.5242475784383714,1450,0.3496410846710205,0.003218299,-0.0075587680184980854,0.15,340.02301025390625
3.56,913,329,301056,89.96,147,0.078662109375,1129.6290700912475,0.0003,-0.5122490953654051,1460,0.3832120895385742,0.004241964,-0.006494878849480301,0.15,760.115966796875
3.6,913,331,303104,79.32,148,0.069287109375,980.9839144706726,0.0003,-0.4996910462155938,1470,0.36325985193252563,0.0039253132,-0.007640450412873178,0.15,432.2469177246094
3.51,913,334,305152,85.73,149,0.10068359375,989.4203607082367,0.0003,-0.5739184428006411,1480,0.5438564121723175,0.008427549,-0.010048657764127712,0.15,594.1610107421875
3.44,913,336,307200,85.36,150,0.073779296875,950.6506949424744,0.0003,-0.48857389101758597,1490,0.2771458029747009,0.003489052,-0.006209060186665738,0.15,480.54168701171875
3.52,912,338,309248,78.28,151,0.05869140625,960.6708037853241,0.0003,-0.47148713329806924,1500,0.31543922424316406,0.004015347,-0.005819397313462105,0.15,352.5152893066406
3.76,912,341,311296,80.45,152,0.08515625,1015.2082788467408,0.0003,-0.4747227322310209,1510,0.3471023440361023,0.004477507,-0.007634438980312552,0.15,740.9613037109375
3.42,912,343,313344,84.14,153,0.0626953125,935.3135886669158,0.0003,-0.49115734053775667,1520,0.490842342376709,0.0035247607,-0.006908772174938349,0.15,611.9825439453125
3.69,912,345,315392,78.97,154,0.083544921875,960.6117353439331,0.0003,-0.4439092675223947,1530,0.2789260745048523,0.004240184,-0.006154014409548836,0.15,724.0054931640625
3.65,912,347,317440,82.92,155,0.07138671875,928.490068244934,0.0003,-0.4715844006277621,1540,0.4141056537628174,0.004134362,-0.007156735463649966,0.15,428.55364990234375
3.34,911,350,319488,82.07,156,0.061181640625,905.7353664398194,0.0003,-0.44872587388381363,1550,0.44896578788757324,0.0042981664,-0.006486421113368124,0.15,558.7738037109375
3.6,910,353,321536,86.68,157,0.04931640625,1192.8595029830933,0.0003,-0.4543599274940789,1560,0.27220892906188965,0.0032196732,-0.0063001436195918355,0.15,477.1100769042969
3.49,910,355,323584,85.78,158,0.081103515625,992.5431813240051,0.0003,-0.4695624534972012,1570,0.37253499031066895,0.004586675,-0.008493666307913372,0.15,517.2179565429688
3.56,909,358,325632,87.56,159,0.090966796875,982.971712398529,0.0003,-0.4448856976814568,1580,0.30096185207366943,0.006542041,-0.006860408647480653,0.15,730.8539428710938
3.91,907,361,327680,79.68,160,0.090625,877.0263139724732,0.0003,-0.4815295826643705,1590,0.3735811710357666,0.00589976,-0.008087871268071468,0.15,311.8889465332031
3.93,907,363,329728,78.83,161,0.091259765625,1109.6732915878297,0.0003,-0.49409691207110884,1600,0.41610026359558105,0.004315328,-0.009581185348361032,0.15,742.303955078125
3.44,907,365,331776,73.73,162,0.07890625,1055.3000549793244,0.0003,-0.5262359226122498,1610,0.43168145418167114,0.0043875934,-0.007636662627919577,0.15,191.7722930908203
3.42,907,367,333824,78.37,163,0.088037109375,1122.0706242561341,0.0003,-0.5096294248476625,1620,0.494748055934906,0.0049840044,-0.008376014880923321,0.15,924.7201538085938
3.35,907,370,335872,85.63,164,0.068603515625,1153.6561916351318,0.0003,-0.49855888206511734,1630,0.3403933644294739,0.0036462215,-0.00715784729400184,0.15,720.5183715820312
3.69,907,372,337920,80.29,165,0.084619140625,1041.176616001129,0.0003,-0.4702239215373993,1640,0.3101198077201843,0.0054361536,-0.008570063547085737,0.15,775.3092651367188
3.44,908,374,339968,84.25,166,0.064306640625,1015.429991531372,0.0003,-0.46797021143138406,1650,0.3630850315093994,0.004197103,-0.007183184678433463,0.15,281.5513916015625
3.45,908,376,342016,76.11,167,0.072119140625,993.3667127609253,0.0003,-0.4659731525927782,1660,0.3589346408843994,0.004829972,-0.009339477366302163,0.15,513.7113647460938
4.11,908,378,344064,85.24,168,0.0818359375,905.8068931579589,0.0003,-0.46647667763754724,1670,0.4302058219909668,0.00467085,-0.006978933577192948,0.15,378.2082214355469
4.13,908,380,346112,77.61,169,0.06298828125,818.1252795219422,0.0003,-0.4790952276438475,1680,0.46043652296066284,0.004097128,-0.005789294565329328,0.15,493.2195129394531
3.3,908,383,348160,73.7,170,0.079931640625,985.8993494033814,0.0003,-0.4857724835164845,1690,0.46182066202163696,0.0037488053,-0.008121716536697932,0.15,195.6007080078125
3.49,908,385,350208,90.8,171,0.06953125,1089.2333716392518,0.0003,-0.480819782987237,1700,0.4355321526527405,0.0041248533,-0.0067038939247140664,0.15,316.553466796875
3.57,908,387,352256,81.78,172,0.086767578125,806.4945887088776,0.0003,-0.44990165894851086,1710,0.31632816791534424,0.0050957827,-0.007972875005361858,0.15,550.2359619140625
3.71,908,390,354304,80.75,173,0.084619140625,954.8063957214356,0.0003,-0.4830748064443469,1720,0.4039088487625122,0.0034808198,-0.005819551186868921,0.15,455.9211120605469
3.42,908,392,356352,87.78,174,0.069189453125,924.4553606510162,0.0003,-0.47591572413221,1730,0.4046708345413208,0.0035121199,-0.006196112633915618,0.15,377.30084228515625
3.54,908,394,358400,81.99,175,0.07900390625,1056.5690910339356,0.0003,-0.4747530519962311,1740,0.37043893337249756,0.004779865,-0.007898817034583772,0.15,666.8756103515625
3.44,908,396,360448,82.97,176,0.095458984375,1072.3332257270813,0.0003,-0.45548845548182726,1750,0.3726085424423218,0.0054378933,-0.007891524799561012,0.15,792.9154663085938
3.46,907,399,362496,87.91,177,0.079931640625,1028.2451884269715,0.0003,-0.4963049818761647,1760,0.4791420102119446,0.004021801,-0.00841051668394357,0.15,360.2242431640625
3.53,907,401,364544,84.43,178,0.075439453125,883.9784538269043,0.0003,-0.43802834674715996,1770,0.33117979764938354,0.004951227,-0.007100653081579367,0.15,328.1011962890625
3.5,907,404,366592,87.78,179,0.0654296875,1149.2704453468323,0.0003,-0.44584505995735524,1780,0.2876063585281372,0.004870073,-0.006571283006633166,0.15,567.4866943359375
3.64,907,406,368640,82.98,180,0.087548828125,907.0150436401367,0.0003,-0.4574382367543876,1790,0.3668330907821655,0.0053632604,-0.007673932881152723,0.15,710.6626586914062
3.38,907,408,370688,91.5,181,0.08203125,868.4905832290649,0.0003,-0.4547889528796077,1800,0.40248000621795654,0.0046900893,-0.00770300275326008,0.15,511.0542907714844
3.32,907,410,372736,80.83,182,0.064208984375,1050.7579523086547,0.0003,-0.4403730220161378,1810,0.2931597828865051,0.0037030238,-0.006129610295465682,0.15,595.7564086914062
3.57,907,412,374784,78.28,183,0.071630859375,1046.2306454658508,0.0003,-0.456846104376018,1820,0.3679654598236084,0.004573359,-0.006621078975149431,0.15,667.2783203125
3.38,907,415,376832,81.95,184,0.07646484375,1026.827572631836,0.0003,-0.437753701210022,1830,0.41354984045028687,0.005134474,-0.007733024746994488,0.15,537.2994995117188
3.34,907,417,378880,83.49,185,0.061083984375,933.3258666992188,0.0003,-0.41654808139428495,1840,0.3087647557258606,0.003355248,-0.006174577723140828,0.15,395.382568359375
3.65,906,420,380928,86.62,186,0.076171875,944.4972476005554,0.0003,-0.44018126390874385,1850,0.4724229574203491,0.004354096,-0.007140899031946901,0.15,562.5805053710938
3.5,906,422,382976,87.82,187,0.0681640625,841.0087366104126,0.0003,-0.43073296481743456,1860,0.425555944442749,0.003624741,-0.006521081355458591,0.15,321.5672607421875
3.65,906,424,385024,87.67,188,0.0677734375,879.2095836162567,0.0003,-0.4052471206523478,1870,0.22093087434768677,0.0040069185,-0.0069292045838665215,0.15,383.2208557128906
3.67,906,426,387072,84.25,189,0.0474609375,931.7525644302368,0.0003,-0.40542351165786383,1880,0.30527859926223755,0.00255755,-0.004738247645582306,0.15,403.6655578613281
3.45,906,429,389120,86.56,190,0.077783203125,1003.6511401176452,0.0003,-0.4256740809418261,1890,0.3473691940307617,0.0036036563,-0.007277786778286099,0.15,585.1062622070312
3.34,906,431,391168,78.39,191,0.044775390625,920.5537840843201,0.0003,-0.4006934686563909,1900,0.33436650037765503,0.002514253,-0.00418025437174947,0.15,923.7623291015625
3.47,906,433,393216,86.84,192,0.064013671875,1032.0740780830383,0.0003,-0.3957981967367232,1910,0.3046543002128601,0.0043163197,-0.006077713292324915,0.15,734.4992065429688
3.38,906,436,395264,90.6,193,0.0677734375,841.3697952270508,0.0003,-0.39695194326341154,1920,0.3816291093826294,0.0033940403,-0.007227693965251092,0.15,533.8006591796875
3.57,905,438,397312,80.81,194,0.050341796875,889.9673403263092,0.0003,-0.36673674192279576,1930,0.29460251331329346,0.0035432251,-0.005401250963768689,0.15,222.94435119628906
3.41,905,440,399360,85.61,195,0.058837890625,1071.0092511177063,0.0003,-0.4032547320239246,1940,0.38984471559524536,0.0037096094,-0.007436285790026887,0.15,657.3485717773438
3.49,905,443,401408,81.54,196,0.070166015625,799.1674139499664,0.0003,-0.37932126177474856,1950,0.3761436939239502,0.0046634357,-0.00720722295664018,0.15,340.41339111328125
3.45,905,445,403456,80.54,197,0.0490234375,888.3213238716125,0.0003,-0.38844698332250116,1960,0.2576625347137451,0.003153009,-0.005548648861804395,0.15,439.41650390625
3.42,904,448,405504,91.42,198,0.071826171875,854.3867658615112,0.0003,-0.3831093837507069,1970,0.27309900522232056,0.0048811063,-0.006194092675286811,0.15,448.0829772949219
3.28,904,450,407552,84.24,199,0.04384765625,892.5847884654999,0.0003,-0.40829076021909716,1980,0.4171302318572998,0.002736966,-0.004642079031327739,0.15,368.2847595214844
3.86,904,452,409600,84.92,200,0.05791015625,920.1976311206818,0.0003,-0.40023243697360156,1990,0.40059149265289307,0.0035899477,-0.007248936828545993,0.15,603.5374145507812
3.24,904,454,411648,79.52,201,0.04931640625,924.3868084907532,0.0003,-0.39798815865069626,2000,0.43558311462402344,0.0027612918,-0.005557550628145691,0.15,367.1966857910156
3.24,904,457,413696,80.91,202,0.0650390625,962.3917888641357,0.0003,-0.36786925392225384,2010,0.3408001661300659,0.0033109975,-0.00717432574765553,0.15,675.6964111328125
3.44,903,459,415744,80.66,203,0.07255859375,908.3284756660462,0.0003,-0.3827262449078262,2020,0.3882821798324585,0.0045806216,-0.006685995339648798,0.15,396.4463195800781
3.45,903,462,417792,85.85,204,0.064013671875,954.7923582553864,0.0003,-0.3834683354012668,2030,0.2823863625526428,0.0047491128,-0.005920073436573148,0.15,344.8363342285156
3.38,903,464,419840,86.81,205,0.07177734375,942.8388376235962,0.0003,-0.39525654520839454,2040,0.3382529020309448,0.0038158973,-0.008839771847851808,0.15,763.5421142578125
3.51,903,467,421888,85.3,206,0.05380859375,754.1332641601563,0.0003,-0.4066906158812344,2050,0.3832177519798279,0.0036111586,-0.006595336560712895,0.15,266.7650146484375
3.43,902,469,423936,93.99,207,0.06884765625,849.0861516952515,0.0003,-0.3924343692138791,2060,0.3274959325790405,0.0029160404,-0.0059862375725060705,0.15,544.3016357421875
3.36,902,471,425984,87.78,208,0.08583984375,881.3603870391846,0.0003,-0.3975644952617586,2070,0.417186439037323,0.0048864186,-0.00855405274705845,0.15,420.0833740234375
3.54,902,474,428032,84.61,209,0.073046875,937.6423258304596,0.0003,-0.3805708009749651,2080,0.349953830242157,0.0037287658,-0.006733682666526875,0.15,678.3260498046875
3.32,902,476,430080,82.08,210,0.068408203125,930.5694183349609,0.0003,-0.3795293095521629,2090,0.30585813522338867,0.003989086,-0.008236110201687552,0.15,824.641357421875
3.38,903,478,432128,85.59,211,0.0658203125,905.1175318241119,0.0003,-0.3670412068720907,2100,0.3021199703216553,0.0043664062,-0.005611500742816133,0.15,447.0827941894531
3.79,903,480,434176,80.73,212,0.0626953125,814.4016031742096,0.0003,-0.3760764983482659,2110,0.4004780650138855,0.003190936,-0.00586561690288363,0.15,133.97793579101562
3.38,903,482,436224,91.48,213,0.07607421875,1080.1655760765075,0.0003,-0.3807725545950234,2120,0.33019983768463135,0.0042692767,-0.005672345787752419,0.15,353.8522644042969
3.6,903,485,438272,80.57,214,0.06484375,761.4003290653229,0.0003,-0.361485349573195,2130,0.25971758365631104,0.0048828605,-0.007301148345504771,0.15,485.2243957519531
3.38,903,487,440320,87.99,215,0.048291015625,1024.693368434906,0.0003,-0.37554637407884,2140,0.3264251947402954,0.002737446,-0.006049276886187727,0.15,447.9085693359375
3.45,903,489,442368,88.34,216,0.06162109375,839.5751842975617,0.0003,-0.3819122323766351,2150,0.29651564359664917,0.0033821012,-0.0046736533658986446,0.15,441.758544921875
3.44,903,491,444416,86.52,217,0.06904296875,854.2765439987182,0.0003,-0.39611280979588626,2160,0.38438284397125244,0.0038591842,-0.004713009946863167,0.15,648.7821044921875
3.28,903,494,446464,85.73,218,0.063623046875,881.9338237762452,0.0003,-0.37999645322561265,2170,0.35275524854660034,0.0035699592,-0.006627715121430811,0.15,370.2612609863281
3.41,903,496,448512,86.58,219,0.061474609375,968.7692322731018,0.0003,-0.40683690290898084,2180,0.39371776580810547,0.0032886884,-0.006214963085949421,0.15,587.6943969726562
3.62,902,499,450560,83.94,220,0.0802734375,827.6015848636628,0.0003,-0.37060688631609084,2190,0.3153703808784485,0.004623939,-0.00891677900654031,0.15,447.0057678222656
3.71,902,501,452608,85.04,221,0.0642578125,902.1218071460723,0.0003,-0.4148432116024196,2200,0.5401601791381836,0.004428521,-0.008046256075613201,0.15,450.506591796875
